,onset,offset,label,onset_sample,offset_sample,length,corrcoeff
3388,330.088433,330.1098,1,9902652,9903294,642,0.010783804102115883
3389,330.111533,330.117633,1,9903345,9903528,183,-0.044772197145419836
3390,330.129733,330.1335,1,9903891,9904005,114,
3391,330.1442,330.172233,1,9904326,9905166,840,0.6431722303522355
3392,330.184733,330.281733,1,9905541,9908451,2910,0.8040195144070194
3393,330.2854,330.385433,1,9908562,9911562,3000,0.8235245088032088
3394,330.3968,330.4017,1,9911904,9912051,147,0.32116772794350307
3395,330.416067,330.432367,1,9912482,9912971,489,0.06220965814654541
3396,330.4377,330.453033,1,9913131,9913590,459,-0.019024629936056314
3397,330.4633,330.468833,1,9913899,9914064,165,
3398,330.4706,330.483567,1,9914118,9914507,389,0.33514693934095685
3399,330.488033,330.6597,1,9914640,9919791,5151,0.8021630625707764
3400,330.664367,330.711967,1,9919931,9921359,1428,0.8165711314667452
3401,330.713133,330.734633,1,9921393,9922038,645,0.5404670838915907
3402,330.739833,330.779667,1,9922194,9923390,1196,0.8184125656685411
3403,330.7936,330.797,1,9923808,9923910,102,0.47915823233533844
3404,330.801167,330.819367,1,9924035,9924581,546,0.010445198868293239
3405,330.820467,330.827333,1,9924614,9924819,205,0.16441391226378024
3406,330.828867,330.8422,1,9924866,9925266,400,0.2995239419357622
3407,330.843933,330.8472,1,9925317,9925416,99,-0.3284582286567372
3408,330.848567,330.852833,1,9925457,9925584,127,0.3255923760514171
3409,330.882267,330.888767,1,9926468,9926663,195,0.21433761053525308
3410,330.8954,331.0172,1,9926862,9930516,3654,0.8455292114437255
3411,331.039467,331.068467,1,9931184,9932054,870,0.10157905405999196
3412,331.0722,331.084533,1,9932166,9932535,369,0.28186833362277247
3413,331.089067,331.098167,1,9932672,9932945,273,0.08489691209656773
3414,331.132233,331.256767,1,9933966,9937703,3737,0.8501243428214162
3415,331.267833,331.2748,1,9938034,9938244,210,0.418559150842161
3416,331.292,331.315167,1,9938760,9939455,695,0.2600817642268943
3417,331.316867,331.323633,1,9939506,9939708,202,0.1806522548385906
3418,331.327267,331.337,1,9939818,9940110,292,0.12955743709021733
3419,331.3382,331.353567,1,9940146,9940607,461,-0.0869840698109093
3420,331.3695,331.373033,1,9941085,9941190,105,0.7810320344733007
3421,331.375067,331.553633,1,9941252,9946608,5356,0.8513122295015167
3422,331.565233,331.6079,1,9946956,9948237,1281,0.8300874984607176
3423,331.615,331.623367,1,9948450,9948701,251,0.0249790121884881
3424,331.624933,331.662267,1,9948747,9949868,1121,0.1574280827036027
3425,331.6655,331.675467,1,9949965,9950264,299,0.027316450672556725
3426,331.677567,331.692,1,9950327,9950760,433,0.06263094232674798
3427,331.7078,331.8892,1,9951234,9956676,5442,0.8676371156894651
3428,331.9205,331.9382,1,9957615,9958146,531,0.7480064272463808
3429,331.940067,332.018333,1,9958202,9960549,2347,0.7652155359541262
3430,332.037667,332.053967,1,9961130,9961619,489,0.4188349259370583
3431,332.055633,332.0596,1,9961668,9961788,120,
3432,332.060733,332.084967,1,9961821,9962549,728,0.16057000295377108
3433,332.086933,332.1159,1,9962607,9963477,870,0.11235368229590804
3434,332.121467,332.130233,1,9963644,9963906,262,0.42254209756946537
3435,332.135467,332.279033,1,9964064,9968370,4306,0.8427769408458755
3436,332.288333,332.292333,1,9968649,9968769,120,-0.2156943957197094
3437,332.2961,332.335733,1,9968883,9970071,1188,-0.024087854884945692
3438,332.345233,332.353267,1,9970356,9970598,242,-0.08943663381494193
3439,332.380433,332.517267,1,9971412,9975518,4106,0.8454488880927433
3440,332.526767,332.538267,1,9975803,9976148,345,0.6614059177818611
3441,332.544733,332.5655,1,9976341,9976965,624,0.07628792593364733
3442,332.5684,332.5761,1,9977052,9977283,231,0.1639528723645515
3443,332.5818,332.591133,1,9977454,9977733,279,0.16606140401132535
3444,332.5947,332.604,1,9977841,9978120,279,-0.027252980989261134
3445,332.624367,332.638767,1,9978731,9979163,432,0.6024004802272093
3446,332.640233,332.680167,1,9979206,9980405,1199,0.803924737415047
3447,332.681367,332.684633,1,9980441,9980538,97,
3448,332.685767,332.738,1,9980573,9982140,1567,0.8305299724685855
3449,332.740533,332.760767,1,9982215,9982823,608,0.19500644768157943
3450,332.762467,332.799933,1,9982874,9983997,1123,0.03433635976255403
3451,332.8031,332.828633,1,9984093,9984858,765,0.18170508304608252
3452,332.830667,332.951033,1,9984920,9988530,3610,0.8673551397702843
3453,332.962933,333.054967,1,9988887,9991649,2762,0.8024132485418571
3454,333.144633,333.225533,1,9994338,9996765,2427,0.8291114553694588
3455,333.2277,333.344133,1,9996831,10000323,3492,0.8407215956430663
3456,333.3805,333.3879,1,10001415,10001637,222,0.5966121225876418
3457,333.399167,333.4189,1,10001975,10002567,592,0.10591632656425258
3458,333.4199,333.423167,1,10002597,10002695,98,
3459,333.431567,333.4374,1,10002947,10003122,175,0.01074762805464961
3460,333.4439,333.449233,1,10003317,10003476,159,
3461,333.4755,333.5281,1,10004265,10005843,1578,0.7587213603609441
3462,333.531033,333.589367,1,10005930,10007681,1751,0.8121349197726911
3463,333.590767,333.6389,1,10007723,10009167,1444,0.7118861477116916
3464,333.669067,333.6883,1,10010072,10010649,577,0.7426761301693571
3465,333.689533,333.762367,1,10010685,10012871,2186,0.7236522855440086
3466,333.764367,333.7789,1,10012931,10013367,436,0.8228640017254409
3467,333.780233,333.830033,1,10013406,10014900,1494,0.8233945788077295
3468,333.8541,333.890333,1,10015623,10016709,1086,0.7138079318489725
3469,333.892,333.8966,1,10016760,10016898,138,-0.20740448170379494
3470,333.902833,333.9235,1,10017084,10017705,621,-0.029632823080209876
3471,333.9246,333.972633,1,10017738,10019178,1440,0.3077588378809856
3472,334.0035,334.011267,1,10020105,10020338,233,0.18129559019209363
3473,334.0133,334.211533,1,10020399,10026345,5946,0.8257719242675686
3474,334.233033,334.236367,1,10026990,10027091,101,
3475,334.237767,334.2413,1,10027133,10027239,106,
3476,334.2459,334.263967,1,10027377,10027919,542,0.37458974423622227
3477,334.2662,334.270267,1,10027986,10028108,122,0.5670455503983368
3478,334.2769,334.303033,1,10028307,10029090,783,0.558557414842118
3479,334.312867,334.433533,1,10029386,10033005,3619,0.798011750040344
3480,334.4362,334.533533,1,10033086,10036005,2919,0.7660807307094296
3481,334.5463,334.567567,1,10036389,10037027,638,-0.037635536656956695
3482,334.569233,334.5782,1,10037076,10037346,270,0.1583828819813488
3483,334.582233,334.597667,1,10037466,10037930,464,0.16219308513561612
3484,334.6045,334.614167,1,10038135,10038425,290,0.02499073791232069
3485,334.6152,334.783133,1,10038456,10043493,5037,0.8002668936003885
3486,334.8098,334.839667,1,10044294,10045190,896,0.6442551315765288
3487,334.841133,334.938667,1,10045233,10048160,2927,0.7406346855784356
3488,334.940633,335.027033,1,10048218,10050810,2592,0.821011051774232
3489,335.029433,335.0512,1,10050882,10051536,654,0.8151183606044733
3490,335.054033,335.1441,1,10051620,10054323,2703,0.8027286662319936
3491,335.1462,335.1721,1,10054386,10055163,777,0.8743346050995352
3492,335.173867,335.266567,1,10055216,10057997,2781,0.8470427193628577
3493,335.269567,335.293567,1,10058087,10058807,720,0.8751812944034175
3494,335.2969,335.388133,1,10058907,10061643,2736,0.7766024976379369
3495,335.390967,335.407333,1,10061729,10062219,490,0.2738929948193908
3496,335.421667,335.476,1,10062650,10064280,1630,0.785063046328275
3497,335.4779,335.509733,1,10064337,10065291,954,0.8083746413606353
3498,335.514667,335.534933,1,10065440,10066047,607,0.8601981710709409
3499,335.541933,335.6206,1,10066257,10068618,2361,0.8361046779736642
3500,335.622633,335.6354,1,10068678,10069062,384,0.777671587914398
3501,335.638967,335.6635,1,10069169,10069905,736,0.7867368019724805
3502,335.6665,335.759,1,10069995,10072770,2775,0.826967541050193
3503,335.761567,335.788,1,10072847,10073640,793,0.8944495044110825
3504,335.790833,335.886767,1,10073724,10076603,2879,0.8221851402118068
3505,335.8887,335.9166,1,10076661,10077498,837,0.8700849965515275
3506,335.919367,336.013367,1,10077581,10080401,2820,0.8269413388495113
3507,336.016867,336.042267,1,10080506,10081268,762,0.9056170321626484
3508,336.045033,336.1407,1,10081350,10084221,2871,0.7920069768983863
3509,336.1455,336.1709,1,10084365,10085127,762,0.8884002722150962
3510,336.174233,336.223767,1,10085226,10086713,1487,0.808232321897931
3511,336.2273,336.290967,1,10086819,10088729,1910,0.7595672340094084
3512,336.2939,336.4114,1,10088817,10092342,3525,0.7390754021491655
3513,336.4144,336.4783,1,10092432,10094349,1917,0.8082304360543746
3514,336.4797,336.4829,1,10094391,10094487,96,0.7858822061079181
3515,336.485067,336.509233,1,10094552,10095276,724,0.7114000484365557
3516,336.514033,336.5306,1,10095420,10095918,498,0.901467448721434
3517,336.5444,336.6022,1,10096332,10098066,1734,0.7564427767853125
3518,336.613133,336.634767,1,10098393,10099043,650,0.8047083521881342
3519,336.638467,336.663633,1,10099154,10099908,754,0.6142175369713659
3520,336.6649,336.690433,1,10099947,10100712,765,0.730418568016333
3521,336.700033,336.713467,1,10101000,10101404,404,0.37680441892817185
3522,336.714467,336.724833,1,10101434,10101744,310,0.08564526597591174
3523,336.736067,336.794933,1,10102082,10103847,1765,0.7420642090230436
3524,336.810367,336.8139,1,10104311,10104417,106,0.13473326480329753
3525,336.853233,336.8572,1,10105596,10105716,120,-0.2548394908863941
3526,337.101367,337.130667,1,10113041,10113920,879,0.5436391470062663
3527,337.159767,337.177367,1,10114793,10115321,528,0.4839991631185402
3528,337.181567,337.2033,1,10115447,10116099,652,0.620997369472503
3529,337.300567,337.304867,1,10119017,10119146,129,0.6592273498487328
3530,337.308667,337.497067,1,10119260,10124912,5652,0.8311240897455283
3531,337.4986,337.5182,1,10124958,10125546,588,0.8023106639943036
3532,337.5194,337.602433,1,10125582,10128072,2490,0.7997399581629349
3533,337.607233,337.637567,1,10128216,10129127,911,0.7814728568812866
3534,337.6387,337.664033,1,10129161,10129920,759,0.8100097674219646
3535,337.665067,337.690333,1,10129952,10130709,757,0.8516495977141393
3536,337.693467,337.773133,1,10130804,10133193,2389,0.7921476124376732
3537,337.774433,337.8,1,10133232,10134000,768,0.8145056103620646
3538,337.8028,337.8896,1,10134084,10136688,2604,0.8173965502629158
3539,337.892733,337.910467,1,10136781,10137314,533,0.7753064180581796
3540,337.911867,338.017067,1,10137356,10140512,3156,0.8129375027748156
3541,338.020033,338.045567,1,10140600,10141367,767,0.871803331692445
3542,338.049333,338.1124,1,10141479,10143372,1893,0.7919730666343967
3543,338.114633,338.123733,1,10143438,10143711,273,0.7146222665314365
3544,338.1248,338.139833,1,10143744,10144194,450,0.7712311683069555
3545,338.1438,338.148967,1,10144314,10144469,155,0.7931565299641488
3546,338.150133,338.160267,1,10144503,10144808,305,0.49073212352435563
3547,338.173967,338.2288,1,10145219,10146864,1645,0.8066560368697994
3548,338.235833,338.263533,1,10147074,10147905,831,0.809815670550262
3549,338.276933,338.281433,1,10148307,10148442,135,0.23006019748976236
3550,338.2981,338.390933,1,10148943,10151727,2784,0.812235423757296
3551,338.3953,338.414533,1,10151859,10152435,576,0.29766656989999873
3552,338.4262,338.4804,1,10152786,10154412,1626,0.8061471221908613
3553,338.4875,338.492567,1,10154625,10154777,152,0.730885379444327
3554,338.495767,338.5177,1,10154873,10155531,658,0.811144604983404
3555,338.522367,338.5412,1,10155671,10156236,565,0.34735361934753395
3556,338.5534,338.5923,1,10156602,10157769,1167,0.782082385862372
3557,338.593433,338.648867,1,10157802,10159466,1664,0.8162237365170631
3558,338.652933,338.6807,1,10159587,10160421,834,0.504896094668786
3559,338.683233,338.914767,1,10160496,10167443,6947,0.5158446815161996
3560,338.9164,338.936867,1,10167492,10168106,614,0.7045409827064885
3561,338.947433,338.990633,1,10168422,10169718,1296,0.7276727134724046
3562,338.991767,339.0056,1,10169753,10170168,415,0.6856443962384451
3563,339.0293,339.039,1,10170879,10171170,291,0.7354066228213636
3564,339.046267,339.068667,1,10171388,10172060,672,0.539402475077785
3565,339.078167,339.116367,1,10172345,10173491,1146,0.7338146407326351
3566,339.123467,339.1343,1,10173704,10174029,325,0.5607118790324043
3567,339.157233,339.168533,1,10174716,10175055,339,0.7157114161262961
3568,339.175,339.178233,1,10175250,10175346,96,-0.4142061612980663
3569,339.207833,339.246933,1,10176234,10177407,1173,0.6828687037629597
3570,339.2527,339.266567,1,10177581,10177997,416,0.5897006976434787
3571,339.282633,339.297133,1,10178478,10178913,435,0.6358056253131295
3572,339.316033,339.356667,1,10179480,10180700,1220,0.7095503865372953
3573,339.359933,339.3676,1,10180797,10181028,231,0.8456472697119802
3574,339.3695,339.379267,1,10181085,10181378,293,0.6929435365687856
3575,339.381133,339.3843,1,10181433,10181529,96,0.20837347188480124
3576,339.396133,339.411933,1,10181883,10182357,474,-0.10074798172519885
3577,339.425567,339.441333,1,10182767,10183239,472,0.07276222726182505
3578,339.4481,339.454667,1,10183443,10183640,197,-0.06092437846230282
3579,339.466467,339.522367,1,10183994,10185671,1677,0.7234926950517004
3580,339.5505,339.636733,1,10186515,10189101,2586,0.7741035225755171
3581,339.6766,339.685467,1,10190298,10190564,266,0.37894908501533525
3582,339.694367,339.709833,1,10190831,10191294,463,-0.07027312947109639
3583,339.7154,339.7281,1,10191462,10191843,381,0.23382830646851238
3584,339.7377,339.745067,1,10192131,10192352,221,0.37098255477201825
3585,339.7475,339.832333,1,10192425,10194969,2544,0.7710199659097972
3586,339.843667,339.919433,1,10195310,10197582,2272,0.7891513399138641
3587,339.9223,339.939133,1,10197669,10198173,504,0.46750320499374276
3588,339.948533,340.0415,1,10198455,10201245,2790,0.7681046214749829
3589,340.045167,340.1432,1,10201355,10204296,2941,0.7243440346063393
3590,340.166933,340.248967,1,10205007,10207469,2462,0.7547423105070274
3591,340.250767,340.274933,1,10207523,10208247,724,0.8700377320592751
3592,340.277633,340.3939,1,10208328,10211817,3489,0.7780929025529999
3593,340.396167,340.485067,1,10211885,10214552,2667,0.846501962296926
3594,340.487667,340.500633,1,10214630,10215018,388,0.5182637423174101
3595,340.5024,340.512933,1,10215072,10215387,315,0.9609386019469512
3596,340.515367,340.603,1,10215461,10218090,2629,0.8413475609086107
3597,340.607367,340.633933,1,10218221,10219017,796,0.8620657281328579
3598,340.636133,340.736667,1,10219083,10222100,3017,0.8541146199533985
3599,340.740033,340.765267,1,10222200,10222958,758,0.8836728207507413
3600,340.7674,340.8939,1,10223022,10226817,3795,0.8420160636634498
3601,340.897333,340.973033,1,10226919,10229190,2271,0.7549156643926028
3602,340.9791,341.062233,1,10229373,10231866,2493,0.7073730684087168
3603,341.066267,341.091867,1,10231988,10232756,768,0.7585863660359079
3604,341.099233,341.1128,1,10232976,10233384,408,0.6955093886307029
3605,341.1139,341.116933,1,10233417,10233507,90,-0.37506421500420206
3606,341.128767,341.150367,1,10233863,10234511,648,0.010330271081327773
3607,341.151533,341.1623,1,10234545,10234869,324,-0.0668602936892094
3608,341.184,341.187333,1,10235520,10235619,99,
3609,341.203633,341.2073,1,10236108,10236219,111,-0.3094900734196871
3610,341.3572,341.3604,1,10240716,10240812,96,
3611,341.362,341.367,1,10240860,10241010,150,0.48576745618415157
3612,341.3748,341.3892,1,10241244,10241676,432,0.7765749276828833
3613,341.3989,341.4044,1,10241967,10242132,165,0.5601642010719476
3614,341.414167,341.424733,1,10242425,10242741,316,0.664082615192695
3615,341.4407,341.516967,1,10243221,10245509,2288,0.8201912002367903
3616,341.537067,341.655367,1,10246112,10249661,3549,0.784591968167334
3617,341.662433,341.742633,1,10249872,10252278,2406,0.7174890772072969
3618,341.747733,341.7551,1,10252431,10252653,222,0.6305703470378249
3619,341.756333,341.8393,1,10252689,10255179,2490,0.7584872469584941
3620,341.881667,341.884933,1,10256450,10256547,97,
3621,341.891033,341.898167,1,10256730,10256945,215,0.5363861999426505
3622,341.9,341.903167,1,10257000,10257095,95,
3623,341.927767,341.931833,1,10257833,10257954,121,0.22308966049405624
3624,341.935167,341.938967,1,10258055,10258169,114,0.6671872673234099
3625,341.947633,342.0616,1,10258428,10261848,3420,0.8215459172887608
3626,342.088867,342.1931,1,10262666,10265793,3127,0.769192484362833
3627,342.196633,342.215933,1,10265898,10266477,579,0.8185952766657923
3628,342.2199,342.3006,1,10266597,10269018,2421,0.8118906182919956
3629,342.308233,342.3388,1,10269246,10270164,918,0.7486806260014598
3630,342.339867,342.416267,1,10270196,10272488,2292,0.7852935317281574
3631,342.448033,342.503033,1,10273440,10275090,1650,0.7920282426974875
3632,342.527533,342.5393,1,10275825,10276179,354,0.8545805687580978
3633,342.575,342.631433,1,10277250,10278942,1692,0.7983689764174136
3634,342.649,342.6664,1,10279470,10279992,522,0.7350406597023519
3635,342.670267,342.6742,1,10280108,10280226,118,0.7518741914886342
3636,342.702267,342.759233,1,10281068,10282776,1708,0.7884706690570055
3637,342.777733,342.794167,1,10283331,10283825,494,0.7558294884046303
3638,342.797067,342.8026,1,10283912,10284078,166,0.19861415803473428
3639,342.806,342.8128,1,10284180,10284384,204,0.9079023199474573
3640,342.83,342.8705,1,10284900,10286115,1215,0.7483694833254622
3641,342.873067,342.887633,1,10286192,10286628,436,0.6127609326043777
3642,342.9105,342.923267,1,10287315,10287698,383,0.7611751727500116
3643,342.937067,342.942033,1,10288112,10288260,148,0.9043295444954782
3644,342.9591,342.9959,1,10288773,10289877,1104,0.7942714602855974
3645,342.998033,343.015367,1,10289940,10290461,521,0.7813100437267333
3646,343.026767,343.0496,1,10290803,10291488,685,0.8225179729599993
3647,343.0555,343.075167,1,10291665,10292255,590,0.8399141537780253
3648,343.088,343.108133,1,10292640,10293243,603,0.713335378862945
3649,343.109733,343.144733,1,10293291,10294341,1050,0.8015890014274907
3650,343.1642,343.180467,1,10294926,10295414,488,0.6939277993209916
3651,343.195067,343.203767,1,10295852,10296113,261,0.9187564571582642
3652,343.217667,343.276933,1,10296530,10298307,1777,0.7646038342345369
3653,343.295967,343.311267,1,10298879,10299338,459,0.7388536276963557
3654,343.318367,343.336867,1,10299551,10300106,555,0.7893803245309375
3655,343.3482,343.407133,1,10300446,10302213,1767,0.7139344145578089
3656,343.432733,343.4433,1,10302981,10303299,318,0.6462260510526975
3657,343.4462,343.469967,1,10303386,10304099,713,0.6979028951959273
3658,343.477367,343.520233,1,10304321,10305606,1285,0.6928706636177628
3659,343.524567,343.539167,1,10305737,10306175,438,0.6903452781048044
3660,343.5584,343.575167,1,10306752,10307255,503,0.6939017316194316
3661,343.580433,343.584467,1,10307412,10307534,122,0.5174728304139697
3662,343.5889,343.596833,1,10307667,10307904,237,0.6601705832258545
3663,343.598,343.603167,1,10307940,10308095,155,0.8620732648669897
3664,343.613,343.654367,1,10308390,10309631,1241,0.7835765720980558
3665,343.657733,343.673233,1,10309731,10310196,465,0.7009416126311476
3666,343.6945,343.708267,1,10310835,10311248,413,0.7255238141155786
3667,343.714367,343.730467,1,10311431,10311914,483,0.7801134623009071
3668,343.7463,343.785333,1,10312389,10313559,1170,0.7957672273845404
3669,343.7879,343.805733,1,10313637,10314171,534,0.7819244301039203
3670,343.8085,343.841733,1,10314255,10315251,996,0.7062137407421896
3671,343.854533,343.861733,1,10315635,10315851,216,-0.35002624954755507
3672,343.873933,343.877267,1,10316217,10316318,101,0.5225671363828339
3673,343.8805,343.8837,1,10316415,10316511,96,0.1094514793638691
3674,343.897567,343.9254,1,10316927,10317762,835,0.8787619084620741
3675,343.9598,343.9727,1,10318794,10319181,387,0.4857337361133739
3676,343.9835,344.011433,1,10319505,10320342,837,0.025087782951547517
3677,344.012967,344.022667,1,10320389,10320680,291,0.12016057169896731
3678,344.025333,344.030133,1,10320759,10320903,144,
3679,344.036333,344.066033,1,10321089,10321980,891,0.2120316992606989
3680,344.067567,344.0707,1,10322027,10322121,94,-0.2701645575266089
3681,344.1062,344.1219,1,10323186,10323657,471,0.457524375696777
3682,344.161233,344.265967,1,10324836,10327979,3143,0.8001342679186921
3683,344.308867,344.320067,1,10329266,10329602,336,0.7450963987109696
3684,344.325133,344.340167,1,10329753,10330205,452,0.6065554489493054
3685,344.347367,344.5238,1,10330421,10335714,5293,0.8303672231943839
3686,344.529367,344.566833,1,10335881,10337004,1123,0.7375881757913307
3687,344.5743,344.601533,1,10337229,10338045,816,0.7731479813214099
3688,344.6026,344.642567,1,10338078,10339277,1199,0.8470332975408006
3689,344.666867,344.7139,1,10340006,10341417,1411,0.7800104848316345
3690,344.7186,344.751767,1,10341558,10342553,995,0.8043423670330229
3691,344.756533,344.780967,1,10342695,10343429,734,0.8611882075335535
3692,344.782967,344.787667,1,10343489,10343630,141,0.7731636064497507
3693,344.788867,344.873667,1,10343666,10346210,2544,0.8266582018294915
3694,344.875867,344.903933,1,10346276,10347117,841,0.7013279077747565
3695,344.905933,344.995833,1,10347177,10349874,2697,0.847103929318226
3696,345.0032,345.028067,1,10350096,10350842,746,0.946218569106458
3697,345.031867,345.104733,1,10350956,10353141,2185,0.837975947925886
3698,345.1145,345.136667,1,10353435,10354100,665,0.7737927899213011
3699,345.1624,345.1956,1,10354872,10355868,996,0.06798200343145974
3700,345.1977,345.228833,1,10355931,10356864,933,0.09954383096681797
3701,345.244833,345.249633,1,10357344,10357488,144,0.7806180334159183
3702,345.2735,345.286267,1,10358205,10358588,383,0.5052132874598203
3703,345.299167,345.320167,1,10358975,10359605,630,0.8611126418895017
3704,345.3214,345.349833,1,10359642,10360494,852,0.832569827415546
3705,345.351467,345.368167,1,10360544,10361045,501,0.8717300970109223
3706,345.383933,345.417933,1,10361517,10362537,1020,0.8792552881453475
3707,345.426433,345.4361,1,10362792,10363083,291,0.7032493533442273
3708,345.4417,345.463033,1,10363251,10363890,639,0.053456003198407445
3709,345.464167,345.471133,1,10363925,10364133,208,-0.04437818543863032
3710,345.6968,345.702033,1,10370904,10371060,156,0.14001206791735005
3711,345.7282,345.735567,1,10371846,10372067,221,0.010091363918147755
3712,345.758267,345.772367,1,10372748,10373171,423,0.4024755234987566
3713,345.913067,345.927633,1,10377392,10377828,436,0.6121682896636538
3714,345.928667,345.9463,1,10377860,10378389,529,0.6149866739501005
3715,345.951933,346.011667,1,10378557,10380350,1793,0.6152744060703416
3716,346.026233,346.082567,1,10380786,10382477,1691,0.6827507359050766
3717,346.089533,346.171033,1,10382685,10385130,2445,0.520398567974659
3718,346.180633,346.186,1,10385418,10385580,162,0.2298139342685384
3719,346.193333,346.219467,1,10385799,10386584,785,0.5077267866003838
3720,346.242133,346.246633,1,10387263,10387398,135,0.5931940407156653
3721,346.263933,346.2698,1,10387917,10388094,177,-0.05669415087454485
3722,346.271467,346.274767,1,10388144,10388243,99,-0.1765129102404777
3723,346.2778,346.284867,1,10388334,10388546,212,-0.0615253509036086
3724,346.2861,346.300567,1,10388583,10389017,434,-0.10666814326191615
3725,346.305267,346.312733,1,10389158,10389381,223,-0.23274417580753806
3726,346.364567,346.367733,1,10390937,10391031,94,
3727,346.373267,346.490067,1,10391198,10394702,3504,0.8466823586437126
3728,346.5034,346.521933,1,10395102,10395657,555,0.3652148436156121
3729,346.5306,346.5547,1,10395918,10396641,723,0.0005164661438141387
3730,346.557333,346.580033,1,10396719,10397400,681,0.0930684449080394
3731,346.5889,346.595333,1,10397667,10397859,192,0.4604476688280422
3732,346.6137,346.622533,1,10398411,10398675,264,0.05828358352591743
3733,346.623967,346.660433,1,10398719,10399812,1093,0.05491377230827232
3734,346.675333,346.700033,1,10400259,10401000,741,-0.0421992171939956
3735,346.7122,346.737533,1,10401366,10402125,759,0.0369720196837822
3736,346.738533,346.899267,1,10402155,10406978,4823,0.7757458110154857
3737,346.912267,346.915833,1,10407368,10407474,106,0.0485987015128579
3738,346.9388,347.039733,1,10408164,10411191,3027,0.7882619845246727
3739,347.084867,347.089033,1,10412546,10412670,124,0.0019119902593432026
3740,347.1318,347.1452,1,10413954,10414356,402,0.5171827045173591
3741,347.1464,347.154167,1,10414392,10414625,233,0.5637299961588915
3742,347.156833,347.257467,1,10414704,10417724,3020,0.752360706273875
3743,347.2725,347.355067,1,10418175,10420652,2477,0.7549401982974052
3744,347.3561,347.3611,1,10420683,10420833,150,0.059917689289518766
3745,347.3631,347.3779,1,10420893,10421337,444,0.45254884901749504
3746,347.3874,347.4047,1,10421622,10422141,519,-0.03994877962216275
3747,347.407933,347.441067,1,10422237,10423232,995,0.0018222989709649107
3748,347.482767,347.7213,1,10424483,10431639,7156,0.6633750645889073
3749,347.722567,347.747633,1,10431677,10432428,751,0.8068139777811251
3750,347.763767,347.7917,1,10432913,10433751,838,0.17486742303702038
3751,347.795567,347.846333,1,10433867,10435389,1522,0.05073297654973153
3752,347.868267,347.997567,1,10436048,10439927,3879,0.8066414388515826
3753,348.0059,348.028067,1,10440177,10440842,665,0.2822895601306129
3754,348.0389,348.0491,1,10441167,10441473,306,0.07466645604151526
3755,348.050433,348.082033,1,10441512,10442460,948,0.11661157586041809
3756,348.120033,348.176667,1,10443600,10445300,1700,0.6633872545425474
3757,348.182667,348.2678,1,10445480,10448034,2554,0.7288815211745615
3758,348.269667,348.272967,1,10448090,10448189,99,-0.045184750948571696
3759,348.351567,348.355967,1,10450547,10450679,132,0.40190059767004477
3760,348.364533,348.4815,1,10450935,10454445,3510,0.7875919309640045
3761,348.482833,348.4876,1,10454484,10454628,144,0.6405150825207026
3762,348.492733,348.515733,1,10454781,10455471,690,0.3962183775612119
3763,348.518033,348.5666,1,10455540,10456998,1458,0.05122121343218147
3764,348.572867,348.734667,1,10457186,10462040,4854,0.8086396382559952
3765,348.738667,348.7458,1,10462160,10462374,214,-0.16153300380483218
3766,348.748533,348.756433,1,10462455,10462692,237,-0.02290192561135598
3767,348.772,348.8175,1,10463160,10464525,1365,0.06858405894200872
3768,348.856767,348.9666,1,10465703,10468998,3295,0.618318566436652
3769,348.967933,348.976533,1,10469037,10469295,258,0.7138187984404831
3770,348.987567,348.993667,1,10469627,10469810,183,-0.1852064778157952
3771,349.001233,349.0332,1,10470036,10470996,960,0.09128131286640272
3772,349.035733,349.0524,1,10471071,10471572,501,0.020836764267544945
3773,349.075367,349.1463,1,10472261,10474389,2128,0.6197611470896681
3774,349.1482,349.217667,1,10474446,10476530,2084,0.7848523111414472
3775,349.224867,349.294067,1,10476746,10478822,2076,0.802244555984502
3776,349.3001,349.3793,1,10479003,10481379,2376,0.8409396653526365
3777,349.401667,349.4289,1,10482050,10482867,817,0.7794692750715557
3778,349.442967,349.4559,1,10483289,10483677,388,0.011853598276079506
3779,349.458167,349.504267,1,10483745,10485128,1383,0.11799660840908036
3780,349.511067,349.516767,1,10485332,10485503,171,0.5879390816094798
3781,349.520567,349.6731,1,10485617,10490193,4576,0.8403843141549544
3782,349.6782,349.6843,1,10490346,10490529,183,0.2543318830865983
3783,349.6896,349.712333,1,10490688,10491369,681,0.8449546798095101
3784,349.714633,349.752067,1,10491438,10492562,1124,0.6910169396856358
3785,349.774167,349.853833,1,10493225,10495614,2389,0.8017628096673891
3786,349.884267,349.980533,1,10496528,10499415,2887,0.7813232975907861
3787,350.0018,350.012833,1,10500054,10500384,330,-0.04217328847452242
3788,350.0828,350.0884,1,10502484,10502652,168,0.28093127221174513
3789,350.094,350.113467,1,10502820,10503404,584,0.7113482929225519
3790,350.114767,350.153533,1,10503443,10504605,1162,0.6817712022286602
3791,350.163767,350.208467,1,10504913,10506254,1341,0.7953159934226192
3792,350.223433,350.260467,1,10506702,10507814,1112,-0.0246984622453619
3793,350.265633,350.2734,1,10507968,10508202,234,-0.056722802810202616
3794,350.281333,350.403033,1,10508439,10512090,3651,0.8244231387651089
3795,350.418433,350.487467,1,10512552,10514624,2072,0.8147895536330663
3796,350.5116,350.542433,1,10515348,10516272,924,0.7033282245443557
3797,350.555867,350.593567,1,10516676,10517807,1131,0.0022173472622631584
